SK_ID_CURR,TARGET
100001,0.00670581
100005,0.09743112
100013,0.005374931
100028,0.010110897
100038,0.08251858
100042,0.0035967934
100057,0.0066517
100065,0.02422599
100066,0.003105648
100067,0.035269126
100074,0.09070983
100090,0.021040209
100091,0.09744224
100092,0.042623855
100106,0.03979289
100107,0.075989686
100109,0.039608438
100117,0.0144179
100128,0.034052737
100141,0.01735347
100150,0.0030944485
100168,0.00074147445
100169,0.04797874
100170,0.033417154
100171,0.021459287
100172,0.07095482
100184,0.03925841
100187,0.04866625
100212,0.022242937
100222,0.029198585
100223,0.0023452535
100232,0.0041302987
100241,0.35466993
100245,0.005999059
100253,0.01013896
100256,0.08713103
100271,0.010725161
100278,0.07876569
100280,0.024441041
100306,0.14874837
100311,0.07637831
100312,0.015918003
100330,0.037282936
100331,0.025167024
100352,0.05139821
100358,0.010369987
100367,0.013097033
100382,0.08782657
100384,0.032085177
100385,0.036453832
100386,0.023989458
100399,0.005432436
100404,0.031819243
100416,0.0069642304
100422,0.034125067
100426,0.0102299685
100438,0.0072463416
100444,0.06850211
100445,0.36331558
100446,0.058909994
100447,0.011488648
100450,0.033439033
100466,0.009264577
100483,0.009009144
100484,0.0074187736
100494,0.024749165
100510,0.11332423
100512,0.04158371
100517,0.006819758
100548,0.039463814
100551,0.036549203
100552,0.02358596
100553,0.012085079
100561,0.10597282
100568,0.4410009
100569,0.014964971
100591,0.072633155
100592,0.010971668
100602,0.050657265
100607,0.012328376
100613,0.060644504
100617,0.087505415
100618,0.034206968
100622,0.01985845
100625,0.10607357
100677,0.09285359
100699,0.015793024
100702,0.36955535
100711,0.12157395
100729,0.09410144
100740,0.17787941
100744,0.20321606
100745,0.015978971
100747,0.06345304
100751,0.10723181
100752,0.014184296
100753,0.12042818
100754,0.086692475
100760,0.0162063
100762,0.031506408
100763,0.032827552
100765,0.0068319193
100770,0.036169022
100772,0.009013935
100777,0.013006367
100791,0.014441173
100792,0.0024019594
100797,0.0045148926
100823,0.011276217
100826,0.0067804684
100830,0.010450908
100836,0.32035834
100872,0.014603231
100910,0.019423366
100913,0.15001816
100918,0.004777013
100931,0.0011240082
100952,0.023938684
100953,0.036179803
100965,0.09449461
100970,0.0114822555
100982,0.109736726
100983,0.32520524
100984,0.013219761
100987,0.032233257
100997,0.037029892
100998,0.110967554
101002,0.036936406
101005,0.12406185
101008,0.2590394
101020,0.056701314
101021,0.010325228
101024,0.0072280373
101025,0.086545214
101026,0.023833742
101031,0.0086474065
101041,0.0046455553
101051,0.0040733228
101055,0.16286662
101056,0.26354825
101057,0.03632538
101064,0.011665775
101079,0.10588922
101087,0.010813964
101090,0.024708932
101092,0.047078934
101097,0.0662598
101099,0.005030848
101107,0.08519272
101118,0.05736448
101125,0.07059679
101126,0.009649756
101128,0.011082393
101136,0.059913028
101140,0.12835205
101149,0.31092477
101160,0.062237963
101169,0.13881662
101181,0.026586752
101186,0.0053541237
101190,0.06550678
101193,0.08231435
101194,0.121701516
101198,0.12602551
101200,0.011501035
101204,0.011123224
101211,0.034577653
101213,0.07881913
101223,0.040507875
101225,0.076360874
101237,0.123165816
101243,0.0749489
101244,0.12186583
101258,0.048364613
101259,0.17996185
101268,0.17746629
101269,0.0045495313
101271,0.09557084
101279,0.03543887
101281,0.13494469
101287,0.026740706
101292,0.06419254
101294,0.005668599
101296,0.12574819
101297,0.01821281
101299,0.018887034
101301,0.038890243
101305,0.09074686
101308,0.2665245
101318,0.016843826
101327,0.19290102
101329,0.006721212
101332,0.05259956
101337,0.032105368
101343,0.015893992
101345,0.0036172885
101346,0.008369939
101353,0.006314063
101354,0.095570855
101355,0.21897204
101356,0.021434646
101362,0.03217465
101363,0.21829897
101365,0.008355087
101366,0.068608
101367,0.28410044
101368,0.006784053
101374,0.06704952
101380,0.0072656353
101383,0.013536917
101398,0.028073136
101399,0.22125159
101401,0.25121248
101412,0.044742767
101426,0.036999974
101427,0.46626288
101428,0.14420967
101429,0.33473316
101434,0.02291994
101440,0.12572104
101448,0.101339065
101449,0.013088296
101465,0.009964209
101467,0.016568033
101472,0.052489188
101478,0.18018171
101497,0.0073176087
101504,0.052272957
101547,0.014990346
101548,0.11382949
101555,0.053710632
101570,0.009984739
101572,0.04419452
101578,0.035194747
101580,0.33914363
101588,0.19339736
101602,0.009361726
101610,0.04815645
101614,0.021259671
101616,0.008849036
101643,0.06607256
101644,0.008150168
101649,0.044762857
101650,0.041921042
101665,0.014439598
101667,0.08230016
101669,0.03789265
101674,0.05114018
101675,0.0100639155
101678,0.08554283
101682,0.075569235
101686,0.020021271
101697,0.19623107
101700,0.24279486
101711,0.006151415
101714,0.0145540405
101715,0.32189205
101728,0.027262524
101732,0.030142477
101757,0.0887841
101758,0.02226952
101759,0.052690893
101762,0.0027013575
101764,0.030754337
101780,0.37405577
101784,0.004742399
101789,0.007117209
101816,0.09926223
101819,0.02245047
101827,0.012610721
101863,0.13839446
101867,0.018345775
101870,0.024810864
101873,0.32340458
101878,0.072063744
101879,0.040045895
101880,0.009833667
101887,0.027047317
101897,0.0042911023
101901,0.18838815
101903,0.13406333
101920,0.0008536953
101921,0.041967414
101922,0.04124097
101961,0.22490034
101962,0.019782672
101971,0.045598943
101976,0.35382947
102002,0.039282776
102005,0.023673156
102007,0.30046788
102017,0.006754199
102019,0.2043256
102029,0.007438301
102051,0.1280094
102052,0.0039959718
102054,0.013083413
102062,0.040611714
102067,0.33123097
102068,0.01909071
102070,0.012741601
102090,0.06438458
102092,0.037532296
102099,0.107372954
102100,0.0075953063
102112,0.06432223
102113,0.01079301
102122,0.0634997
102123,0.009591888
102125,0.037287652
102126,0.19332147
102146,0.022889169
102147,0.122931965
102151,0.015407695
102158,0.06883799
102159,0.010137846
102162,0.05269314
102165,0.027222764
102166,0.009141437
102174,0.009431932
102193,0.091605395
102198,0.019199919
102205,0.1047945
102206,0.006359306
102218,0.012124212
102221,0.013405034
102230,0.020089343
102238,0.042371273
102248,0.04242668
102252,0.16812271
102259,0.038364787
102262,0.12662275
102273,0.07871564
102286,0.058908235
102293,0.007177327
102294,0.02884263
102296,0.020143794
102298,0.03503864
102303,0.00958033
102309,0.029037666
102315,0.03824879
102340,0.007843909
102342,0.07026951
102344,0.045688912
102346,0.059873357
102347,0.004109311
102374,0.06373554
102380,0.00842249
102387,0.007228157
102393,0.041521486
102403,0.0059891036
102413,0.08315784
102414,0.0013915097
102415,0.013101293
102416,0.1098124
102439,0.019326843
102441,0.02878896
102443,0.0029042375
102444,0.058164578
102445,0.07653097
102448,0.0067200763
102449,0.024224166
102450,0.12515326
102456,0.009645302
102458,0.04078175
102459,0.0122950645
102465,0.0028490194
102470,0.1118087
102471,0.018316403
102475,0.04214328
102476,0.086757325
102506,0.068866655
102509,0.009329592
102519,0.02155435
102522,0.0345553
102545,0.039388638
102549,0.015280754
102562,0.0015559434
102563,0.004254306
102568,0.08285526
102582,0.09782602
102592,0.010916297
102597,0.23637637
102605,0.010634907
102614,0.0077163796
102617,0.049957585
102634,0.033733524
102652,0.015642423
102655,0.0021725192
102671,0.10560217
102694,0.28576648
102701,0.050388224
102703,0.012272247
102704,0.008711723
102713,0.054624032
102720,0.1671459
102731,0.018696845
102733,0.016682694
102749,0.009430951
102755,0.031794243
102763,0.016668784
102770,0.02666608
102772,0.08899273
102799,0.5285452
102838,0.012122739
102854,0.018002827
102862,0.06773008
102863,0.021124491
102867,0.009390381
102868,0.007766913
102878,0.17734832
102887,0.06614787
102898,0.24787414
102904,0.13087444
102912,0.035345275
102919,0.013129065
102927,0.040265337
102932,0.03124547
102933,0.06255709
102935,0.008317328
102958,0.055028334
102969,0.19428517
102971,0.01446375
102975,0.07434206
102979,0.050808635
102982,0.007443492
102987,0.048552804
102989,0.021994384
102995,0.056020945
102996,0.005138924
103000,0.033547174
103001,0.058117628
103004,0.038012594
103010,0.012934692
103025,0.16046354
103029,0.044301435
103046,0.09462311
103056,0.02115347
103062,0.20719346
103078,0.0038931763
103083,0.0029274707
103092,0.011331385
103096,0.05013276
103097,0.09554685
103102,0.18554193
103112,0.045185134
103132,0.041135527
103144,0.11201645
103145,0.10120722
103146,0.008767975
103147,0.09834002
103158,0.008609233
103171,0.06286904
103173,0.025533939
103184,0.020270195
103195,0.2715036
103196,0.08000418
103206,0.007291959
103230,0.17952959
103231,0.082412556
103232,0.047311638
103239,0.106067955
103240,0.16967623
103243,0.020571437
103252,0.037225388
103258,0.053380385
103259,0.093623884
103279,0.0053730574
103280,0.0021961662
103286,0.012176249
103287,0.25771344
103290,0.0073229345
103298,0.03373318
103315,0.04014547
103319,0.017494995
103334,0.059790343
103336,0.074900664
103345,0.08986517
103368,0.014251604
103371,0.19971396
103377,0.05952884
103398,0.007190135
103404,0.030898357
103408,0.12640116
103410,0.042026408
103418,0.009577742
103420,0.12493661
103432,0.029435638
103433,0.010465501
103436,0.013163541
103440,0.0211155
103453,0.038368817
103459,0.014953728
103460,0.03173975
103461,0.029629422
103462,0.022766452
103473,0.045449317
103474,0.017547486
103475,0.16773513
103478,0.25194725
103480,0.08764544
103484,0.026520122
103494,0.17296425
103513,0.033585805
103515,0.03387287
103516,0.078948885
103525,0.17064479
103541,0.2568814
103544,0.014348512
103562,0.17942719
103570,0.46177405
103572,0.17557478
103574,0.022383133
103575,0.023382947
103591,0.06453622
103594,0.034566782
103609,0.02312061
103613,0.05703874
103614,0.032748036
103615,0.028962923
103624,0.017931672
103625,0.20705725
103628,0.23744282
103629,0.019426731
103647,0.015524667
103648,0.022315115
103651,0.026948048
103658,0.0104815615
103668,0.047819946
103669,0.009475347
103676,0.01769975
103682,0.047706608
103683,0.042769708
103689,0.008421132
103725,0.031483434
103733,0.011096862
103744,0.0072521036
103762,0.040061988
103771,0.428381
103773,0.015738882
103783,0.028151983
103784,0.008001832
103808,0.008551685
103812,0.12166435
103813,0.13559346
103814,0.112654045
103818,0.14633943
103824,0.017513216
103828,0.010804981
103830,0.2570678
103840,0.013514706
103842,0.09299259
103847,0.15553156
103848,0.18259239
103851,0.007179074
103854,0.15864247
103857,0.10529469
103861,0.008999707
103862,0.02777655
103865,0.046727315
103870,0.012860915
103876,0.017674284
103891,0.79563224
103908,0.06174765
103914,0.1218526
103918,0.029531322
103940,0.01779112
103963,0.087357044
103966,0.05421588
103971,0.13395074
103980,0.09245234
103984,0.08592
103985,0.023034124
103998,0.2607657
104019,0.0073468173
104026,0.012959311
104035,0.050881263
104044,0.011571547
104045,0.016377188
104047,0.22170135
104051,0.048389696
104058,0.08668202
104063,0.0036215994
104066,0.089232616
104087,0.018728526
104089,0.11929635
104095,0.019603737
104098,0.09489786
104104,0.025452597
104110,0.13825691
104120,0.04795192
104122,0.0061080526
104131,0.014701797
104132,0.051537268
104135,0.020967701
104136,0.043377835
104149,0.12852313
104150,0.03792353
104156,0.45442072
104165,0.08055095
104175,0.016650481
104179,0.070097834
104184,0.09732993
104206,0.0083195465
104216,0.22719523
104230,0.11931546
104257,0.030708557
104272,0.013634071
104273,0.09266217
104278,0.058955226
104294,0.08343594
104295,0.04188626
104297,0.015321612
104298,0.057841033
104308,0.015148503
104318,0.028580992
104319,0.076955885
104320,0.08114122
104327,0.13807218
104334,0.06049783
104344,0.020469802
104350,0.013143369
104351,0.14435181
104354,0.013552889
104369,0.07615957
104376,0.28627568
104381,0.019968502
104384,0.044153716
104391,0.034127742
104394,0.035454072
104398,0.15547143
104402,0.00991316
104408,0.03971559
104409,0.027114624
104410,0.27112895
104412,0.080623604
104417,0.025156356
104424,0.04805977
104426,0.025304884
104435,0.0453423
104445,0.03963086
104458,0.006653313
104460,0.021233989
104466,0.0149112735
104472,0.07046498
104473,0.049789246
104479,0.029587062
104480,0.021403177
104482,0.039766107
104499,0.014068587
104501,0.008513142
104502,0.015700966
104506,0.07053214
104510,0.021286696
104512,0.034523405
104520,0.1251061
104528,0.067435786
104529,0.0055408813
104541,0.04347111
104578,0.014388846
104584,0.022479339
104588,0.072587274
104602,0.13005508
104610,0.006083398
104611,0.1216279
104618,0.046590254
104620,0.024240404
104622,0.026714612
104624,0.076747246
104625,0.08719195
104634,0.029053956
104639,0.050087523
104646,0.043648575
104647,0.026887916
104652,0.025634512
104670,0.11054972
104677,0.0088305995
104685,0.10843785
104691,0.03206308
104696,0.10032777
104699,0.004318498
104712,0.12234661
104714,0.016583912
104717,0.03544103
104718,0.005709972
104740,0.03197559
104741,0.011462031
104743,0.003047531
104744,0.01902615
104747,0.04071865
104767,0.029149326
104772,0.25766453
104776,0.1734117
104779,0.012106549
104814,0.010568867
104815,0.020661058
104830,0.10234147
104831,0.042045716
104833,0.05162554
104839,0.073060654
104840,0.020890892
104860,0.06394333
104861,0.01529588
104866,0.033051338
104870,0.03663905
104877,0.08120198
104878,0.011676385
104879,0.017628634
104880,0.031172346
104899,0.02098928
104906,0.023854706
104907,0.075103454
104913,0.019550484
104916,0.024298823
104921,0.12642197
104930,0.03819351
104931,0.1530014
104936,0.012843359
104937,0.016667908
104942,0.01419318
104943,0.03272346
104969,0.048803594
104972,0.22099382
104988,0.09347162
105013,0.020581005
105015,0.006270717
105019,0.042091552
105027,0.022975117
105030,0.043735642
105035,0.24448504
105041,0.009528303
105051,0.08454132
105056,0.028876852
105067,0.6034568
105071,0.033795804
105072,0.034010928
105074,0.06918258
105091,0.021448372
105101,0.015781065
105103,0.02190674
105134,0.02656115
105139,0.020009601
105142,0.09359199
105146,0.08585973
105163,0.03133944
105168,0.06802835
105172,0.005435897
105176,0.321961
105195,0.0150216315
105196,0.147568
105197,0.025016407
105203,0.0077592917
105223,0.06769202
105227,0.1190423
105228,0.0050847363
105230,0.31715095
105231,0.35318884
105239,0.024823919
105242,0.033926472
105244,0.017626768
105245,0.035930198
105248,0.0065288953
105249,0.10520695
105266,0.065086074
105271,0.1369798
105276,0.034560185
105282,0.00794169
105292,0.07415884
105297,0.0070850244
105332,0.02660935
105333,0.0074192095
105343,0.047991544
105344,0.013032826
105345,0.10617271
105357,0.027458373
105359,0.016386684
105366,0.063756846
105367,0.062629074
105370,0.020123582
105377,0.027327148
105390,0.045571133
105399,0.009270163
105403,0.02958999
105404,0.04373906
105414,0.0274279
105417,0.023498597
105425,0.15383409
105452,0.03771539
105454,0.09112091
105456,0.034128033
105470,0.018309131
105471,0.03803791
105483,0.43839648
105493,0.09379148
105508,0.056304045
105514,0.04396273
105515,0.006116143
105528,0.16671216
105529,0.012134983
105531,0.036920425
105532,0.04825097
105558,0.0043638158
105574,0.010160542
105578,0.0042276434
105584,0.1937268
105595,0.086163715
105617,0.15531085
105618,0.022276696
105621,0.044369422
105625,0.053001657
105629,0.04376785
105630,0.0066276346
105634,0.023138808
105635,0.011598291
105641,0.05322498
105647,0.044497296
105648,0.036225356
105655,0.049858022
105657,0.044997223
105672,0.07402091
105678,0.24355577
105682,0.094169565
105691,0.033805747
105692,0.027284626
105706,0.012812031
105712,0.017930616
105720,0.0337025
105734,0.0075212233
105735,0.03103359
105736,0.13389489
105737,0.0019125965
105738,0.11076172
105740,0.14346735
105744,0.030541878
105747,0.053566027
105749,0.25796035
105754,0.03539408
105758,0.06237822
105760,0.02850924
105767,0.09000297
105784,0.123354495
105791,0.013207493
105802,0.13614796
105807,0.16498771
105809,0.021665078
105816,0.05693383
105817,0.038410068
105824,0.18408462
105832,0.0564671
105856,0.014758184
105865,0.01259524
105899,0.27439824
105906,0.016816871
105916,0.08403155
105923,0.04259275
105937,0.05682416
105965,0.013770165
105966,0.05350425
105968,0.10647079
105973,0.00620867
105976,0.10625792
105978,0.043453142
105979,0.062182926
105991,0.12587789
105998,0.084672764
105999,0.015344932
106000,0.6405099
106001,0.02418002
106010,0.060600806
106011,0.003416722
106013,0.24489643
106015,0.009094928
106026,0.0056635453
106032,0.019668046
106035,0.43783766
106040,0.054881774
106041,0.22315146
106044,0.010605661
106053,0.14485353
106054,0.0022443978
106065,0.26197454
106081,0.03915129
106083,0.07497439
106087,0.012979712
106090,0.12339803
106101,0.027012214
106102,0.04425109
106109,0.016157951
106116,0.06721724
106150,0.0017483458
106155,0.1336522
106166,0.0062652696
106176,0.12604055
106189,0.015911901
106199,0.10419548
106205,0.13145535
106206,0.00082916516
106211,0.044360586
106214,0.019320806
106216,0.015612921
106217,0.026985109
106225,0.058842834
106249,0.047352318
106256,0.08505725
106258,0.082598306
106261,0.029337734
106262,0.037475117
106264,0.010381155
106271,0.04943775
106276,0.014481793
106277,0.12444296
106286,0.0539517
106293,0.03803237
106295,0.07503055
106296,0.018300703
106297,0.14490557
106298,0.023559706
106311,0.01984878
106314,0.027646976
106320,0.036459442
106334,0.03222153
106346,0.05162426
106347,0.014502986
106349,0.09238772
106354,0.07582292
106360,0.0152207855
106373,0.43103108
106377,0.09323398
106386,0.10716165
106387,0.02689655
106391,0.005078256
106401,0.5360634
106411,0.090623915
106413,0.42055172
106426,0.06726291
106427,0.15011324
106428,0.098866746
106434,0.064677574
106438,0.09299064
106440,0.010862499
106441,0.046173997
106452,0.057511624
106453,0.107726805
106454,0.013327681
106457,0.081925936
106484,0.034817167
106488,0.16088656
106491,0.3961619
106514,0.08014531
106527,0.031021204
106528,0.091423325
106529,0.0024921352
106534,0.13575923
106550,0.27110538
106577,0.03890673
106585,0.05677518
106590,0.016250271
106607,0.08706248
106610,0.051101055
106611,0.041938778
106612,0.04599686
106624,0.020095423
106631,0.011915915
106647,0.49547186
106660,0.15800592
106674,0.048734885
106687,0.019692516
106712,0.0366457
106713,0.017890364
106717,0.056889303
106720,0.06812277
106721,0.033964634
106724,0.04645025
106735,0.062836125
106739,0.028123146
106740,0.050297003
106754,0.06912732
